0,0,0,0,0,0,0,
-1.2699267e-45,0.31410759,0.31410759,7.5445288e-09,6.2871073e-10,-6.915818e-10,6.915818e-10,
-1.70981e-37,0.6279052,0.62790519,0.0013311069,0.00011092668,-0.00012201872,0.00012201872,
-4.3771135e-34,0.94108313,0.94108296,0.1865166,0.015737171,-0.017199962,0.017199962,
1.2693629e-33,1.2533323,1.2533318,0.46763011,0.066416786,-0.057321294,0.057321294,
0,1.5643447,1.5643435,0.76025363,0.16646954,-0.1166997,0.1166997,
0,1.8738131,1.8738112,1.0571137,0.32406717,-0.19000436,0.19000436,
-2.276099e-33,2.1814324,2.1814297,1.3555082,0.54135196,-0.27141998,0.27141998,
3.4233799e-26,2.4868989,2.4868953,1.6540081,0.81514396,-0.35530639,0.35530639,
0,2.7899111,2.7899067,1.951686,1.1380158,-0.43667341,0.43667341,
4.9283316e-26,3.0901699,3.0901648,2.2478531,1.4995621,-0.51150251,0.51150251,
2.8013526e-33,3.3873792,3.3873734,2.5419486,1.8877162,-0.57692575,0.57692575,
0,3.6812455,3.6812392,2.8334858,2.2899921,-0.63127512,0.63127512,
0,3.9714789,3.9714722,3.1220241,2.694558,-0.67402172,0.67402172,
3.3616232e-32,4.2577929,4.2577859,3.4071524,3.0910792,-0.70562905,0.70562905,
3.5016908e-34,4.539905,4.5398977,3.6884802,3.4712969,-0.72734738,0.72734738,
-4.4821642e-32,4.8175367,4.8175293,3.9656317,3.8293395,-0.7409766,0.7409766,
0,5.0904142,5.0904067,4.2382435,4.1617837,-0.74862257,0.74862257,
0,5.3582679,5.3582604,4.5059647,4.4675023,-0.75246881,0.75246881,
0,5.6208338,5.6208262,4.768458,4.7473474,-0.75457987,0.75457987,
7.2912736e-26,5.8778525,5.877845,5.0254025,5.003723,-0.75674783,0.75674783,
7.3263403e-26,6.1290705,6.1290629,5.2764964,5.2401004,-0.76038743,0.76038743,
0,6.3742399,6.3742322,5.5214593,5.4605281,-0.76648055,0.76648055,
-1.5319897e-33,6.6131187,6.6131109,5.7600331,5.6691766,-0.7755662,0.7755662,
0,6.8454711,6.8454632,5.9919816,5.8699508,-0.78776928,0.78776928,
7.735553e-26,7.0710678,7.0710598,6.2170875,6.0661907,-0.80285896,0.80285896,
7.9038565e-26,7.2896863,7.2896781,6.4351491,6.2604705,-0.82032682,0.82032682,
8.0883488e-26,7.5011107,7.5011023,6.6459765,6.4544958,-0.83947488,0.83947488,
8.2813357e-26,7.7051324,7.7051238,6.8493881,6.6490912,-0.85950457,0.85950457,
8.4749448e-26,7.9015501,7.9015413,7.0452079,6.8442638,-0.87959898,0.87959898,
8.6618059e-26,8.0901699,8.090161,7.2332634,7.0393243,-0.89899289,0.89899289,
8.8355622e-26,8.2708057,8.2707966,7.4133853,7.2330464,-0.91702678,0.91702678,
8.991229e-26,8.4432793,8.4432699,7.585407,7.4238449,-0.93318298,0.93318298,
9.125356e-26,8.6074203,8.6074108,7.7491648,7.6099537,-0.9471041,0.9471041,
9.2360719e-26,8.7630668,8.7630572,7.9044993,7.7895897,-0.95859506,0.95859506,
9.3229459e-26,8.9100652,8.9100556,8.0512555,7.961092,-0.96761142,0.96761142,
0,9.0482705,9.0482608,8.1892842,8.1230265,-0.97423719,0.97423719,
9.4293583e-26,9.1775463,9.1775365,8.3184429,8.2742567,-0.97865581,0.97865581,
9.4530805e-26,9.2977649,9.297755,8.4385965,8.4139768,-0.98111778,0.98111778,
1.1205411e-32,9.4088077,9.4087979,8.5496185,8.5417137,-0.98190827,0.98190827,
1.1194468e-32,9.5105652,9.5105553,8.6513915,8.6573009,-0.98131733,0.98131733,
0,9.6029369,9.6029271,8.7438081,8.7608325,-0.97961489,0.97961489,
9.4137089e-26,9.6858316,9.6858218,8.8267712,8.8526038,-0.97703163,0.97703163,
0,9.7591676,9.7591579,8.9001944,8.9330457,-0.9737465,0.9737465,
-1.1861978e-32,9.8228725,9.8228628,8.9640022,9.0026604,-0.96988068,0.96988068,
9.3025777e-26,9.8768834,9.8768738,9.0181303,9.0619617,-0.96549754,0.96549754,
9.2554616e-26,9.921147,9.9211374,9.0625253,9.1114265,-0.96060742,0.96060742,
1.1205411e-32,9.9556196,9.9556101,9.0971446,9.151457,-0.95517618,0.95517618,
-5.5589342e-33,9.9802673,9.9802578,9.1219564,9.1823573,-0.94913609,0.94913609,
0,9.9950656,9.9950562,9.1369391,9.2043228,-0.94239772,0.94239772,
9.0074014e-26,10,9.9999907,9.1420812,9.2174405,-0.93486179,0.93486179,
8.9261589e-26,9.9950656,9.9950563,9.1373812,9.2217003,-0.92642987,0.92642987,
8.8354335e-26,9.9802673,9.9802581,9.1228472,9.2170125,-0.91701335,0.91701335,
0,9.9556196,9.9556106,9.0984968,9.2032296,-0.90654008,0.90654008,
2.8013526e-33,9.921147,9.9211381,9.0643569,9.1801711,-0.89495865,0.89495865,
1.7088251e-31,9.8768834,9.8768746,9.0204636,9.1476468,-0.88224034,0.88224034,
1.6808116e-32,9.8228725,9.8228638,8.9668624,9.1054778,-0.8683788,0.8683788,
-7.8788043e-34,9.7591676,9.7591591,8.9036081,9.0535145,-0.85338816,0.85338816,
1.1424266e-32,9.6858316,9.6858232,8.8307645,8.9916493,-0.83729969,0.83729969,
-2.8013526e-33,9.6029369,9.6029287,8.748405,8.9198245,-0.82015773,0.82015773,
7.7274242e-26,9.5105652,9.5105571,8.656612,8.8380362,-0.80201531,0.80201531,
0,9.4088077,9.4087999,8.5554777,8.7463328,-0.7829298,0.7829298,
7.3511192e-26,9.2977649,9.2977572,8.4451034,8.6448107,-0.76295907,0.76295907,
-1.0505072e-33,9.1775463,9.1775388,8.3255999,8.5336082,-0.74215824,0.74215824,
-7.0909239e-33,9.0482705,9.0482633,8.1970877,8.412896,-0.72057741,0.72057741,
-9.8441283e-32,8.9100652,8.9100583,8.0596964,8.2828692,-0.69826013,0.69826013,
0,8.7630668,8.76306,7.9135651,8.1437382,-0.67524282,0.67524282,
6.5656703e-34,8.6074203,8.6074138,7.7588425,7.9957211,-0.65155497,0.65155497,
4.0707156e-33,8.4432793,8.443273,7.5956863,7.8390372,-0.62721987,0.62721987,
2.8013526e-33,8.2708057,8.2707997,7.4242635,7.6739029,-0.60225593,0.60225593,
5.5563001e-26,8.0901699,8.0901642,7.2447504,7.5005282,-0.57667816,0.57667816,
0,7.9015501,7.9015446,7.0573325,7.3191163,-0.55049977,0.55049977,
0,7.7051324,7.7051272,6.8622043,7.1298638,-0.52373382,0.52373382,
-7.0033816e-33,7.5011107,7.5011057,6.6595695,6.9329621,-0.49639456,0.49639456,
4.5139899e-26,7.2896863,7.2896816,6.4496413,6.7286007,-0.46849862,0.46849862,
-9.9360477e-32,7.0710678,7.0710634,6.2326425,6.5169696,-0.44006591,0.44006591,
3.9611459e-26,6.8454711,6.8454669,6.0088059,6.2982634,-0.41112015,0.41112015,
3.6775806e-26,6.6131187,6.6131148,5.778375,6.0726842,-0.38168923,0.38168923,
0,6.3742399,6.3742364,5.5416053,5.840445,-0.35180525,0.35180525,
7.0033816e-33,6.1290705,6.1290673,5.2987657,5.6017724,-0.32150459,0.32150459,
2.8021286e-26,5.8778525,5.8778496,5.0501418,5.3569093,-0.29082784,0.29082784,
0,5.6208338,5.6208312,4.7960394,5.1061175,-0.25982003,0.25982003,
-6.7232464e-32,5.3582679,5.3582657,4.5367928,4.8496807,-0.22853124,0.22853124,
0,5.0904142,5.0904122,4.2727771,4.5879081,-0.19701814,0.19701814,
1.5931234e-26,4.8175367,4.8175351,4.0044328,4.3211412,-0.1653473,0.1653473,
1.2872587e-26,4.539905,4.5399037,3.7323153,4.0497667,-0.13360215,0.13360215,
-4.9023671e-33,4.2577929,4.2577919,3.4572099,3.7742415,-0.10189899,0.10189899,
2.8013526e-33,3.9714789,3.9714782,3.1804503,3.4951546,-0.070428551,0.070428551,
0,3.6812455,3.6812451,2.9051105,3.2134119,-0.039598413,0.039598413,
1.0531329e-27,3.3873792,3.3873791,2.6445391,2.9312201,-0.010930305,0.010930305,
0,3.0901699,3.0901699,2.5554807,2.6647488,-3.4962365e-06,3.4962365e-06,
5.3416886e-39,2.7899111,2.7899111,2.422464,2.4224989,-5.4382601e-09,5.4382601e-09,
6.2085464e-37,2.4868989,2.4868989,2.2022717,2.2022717,-2.212293e-10,2.212293e-10,
0,2.1814324,2.1814324,2.0020652,2.0020652,-3.7795177e-12,3.7795177e-12,
-2.1523944e-41,1.8738131,1.8738131,1.8200593,1.8200593,-2.9395421e-14,2.9395421e-14,
1.356311e-29,1.5643447,1.5643447,1.6545993,1.6545993,-1.122668e-16,1.122668e-16,
0,1.2533323,1.2533323,1.5041812,1.5041812,-2.2580623e-19,2.2580623e-19,
-1.3634693e-60,0.94108313,0.94108313,1.3674375,1.3674375,-2.551805e-22,2.551805e-22,
0,0.6279052,0.6279052,1.243125,1.243125,-1.7204155e-25,1.7204155e-25,
0,0.31410759,0.31410759,1.1301136,1.1301136,-7.3157462e-29,7.3157462e-29,
0,1.2246468e-15,1.2246468e-15,1.027376,1.027376,-2.0662061e-32,2.0662061e-32,
0,-0.31410759,-0.31410759,0.93397819,0.93397819,-4.0669202e-36,4.0669202e-36,
0,-0.6279052,-0.6279052,0.84907108,0.84907108,-5.8344002e-40,5.8344002e-40,
1.5418996e-95,-0.94108313,-0.94108313,0.7718828,0.7718828,-6.3610047e-44,6.3610047e-44,
0,-1.2533323,-1.2533323,0.70171164,0.70171164,-5.4805738e-48,5.4805738e-48,
1.1304914e-111,-1.5643447,-1.5643447,0.63791967,0.63791967,-3.8706378e-52,3.8706378e-52,
0,-1.8738131,-1.8738131,0.57992697,0.57992697,-2.3189231e-56,2.3189231e-56,
0,-2.1814324,-2.1814324,0.52720634,0.52720634,-1.2170762e-60,1.2170762e-60,
0,-2.4868989,-2.4868989,0.47927849,0.47927849,-5.7679535e-65,5.7679535e-65,
0,-2.7899111,-2.7899111,0.43570772,0.43570772,-2.539662e-69,2.539662e-69,
1.1695788e-154,-3.0901699,-3.0901699,0.39609792,0.39609792,-1.0672157e-73,1.0672157e-73,
0,-3.3873792,-3.3873792,0.36008902,0.36008902,-4.3900785e-78,4.3900785e-78,
0,-3.6812455,-3.6812455,0.32735366,0.32735366,-1.8107463e-82,1.8107463e-82,
0,-3.9714789,-3.9714789,0.29759423,0.29759423,-7.6608075e-87,7.6608075e-87,
0,-4.2577929,-4.2577929,0.27054021,0.27054021,-3.3968399e-91,3.3968399e-91,
0,-4.539905,-4.539905,0.24594565,0.24594565,-1.6111397e-95,1.6111397e-95,
-1.9229451e-215,-4.8175367,-4.8175367,0.22358695,0.22358695,-8.3344683e-100,8.3344683e-100,
0,-5.0904142,-5.0904142,0.20326087,0.20326087,-4.7898576e-104,4.7898576e-104,
-2.6751048e-232,-5.3582679,-5.3582679,0.18478261,0.18478261,-3.1123734e-108,3.1123734e-108,
3.9716766e-232,-5.6208338,-5.6208338,0.16798419,0.16798419,-2.3251142e-112,2.3251142e-112,
0,-5.8778525,-5.8778525,0.1527129,0.1527129,-2.0290624e-116,2.0290624e-116,
0,-6.1290705,-6.1290705,0.13882991,0.13882991,-2.1000762e-120,2.1000762e-120,
2.3062511e-256,-6.3742399,-6.3742399,0.12620901,0.12620901,-2.6154429e-124,2.6154429e-124,
0,-6.6131187,-6.6131187,0.11473546,0.11473546,-3.9738828e-128,3.9738828e-128,
0,-6.8454711,-6.8454711,0.10430496,0.10430496,-7.4637007e-132,7.4637007e-132,
-6.0915048e-287,-7.0710678,-7.0710678,0.094822694,0.094822694,-1.754709e-135,1.754709e-135,
3.0910709e-286,-7.2896863,-7.2896863,0.086202449,0.086202449,-5.225807e-139,5.225807e-139,
0,-7.5011107,-7.5011107,0.078365863,0.078365863,-1.9940566e-142,1.9940566e-142,
0,-7.7051324,-7.7051324,0.071241693,0.071241693,-9.8550106e-146,9.8550106e-146,
0,-7.9015501,-7.9015501,0.064765176,0.064765176,-6.3735354e-149,6.3735354e-149,
1.1106919e-312,-8.0901699,-8.0901699,0.058877433,0.058877433,-5.446917e-152,5.446917e-152,
0,-8.2708057,-8.2708057,0.053524939,0.053524939,-6.2085823e-155,6.2085823e-155,
0,-8.4432793,-8.4432793,0.048659035,0.048659035,-9.5217265e-158,9.5217265e-158,
0,-8.6074203,-8.6074203,0.044235487,0.044235487,-1.9811679e-160,1.9811679e-160,
0,-8.7630668,-8.7630668,0.040214079,0.040214079,-5.6364325e-163,5.6364325e-163,
0,-8.9100652,-8.9100652,0.036558253,0.036558253,-2.2088071e-165,2.2088071e-165,
0,-9.0482705,-9.0482705,0.033234776,0.033234776,-1.2005371e-167,1.2005371e-167,
0,-9.1775463,-9.1775463,0.030213433,0.030213433,-9.1086747e-170,9.1086747e-170,
0,-9.2977649,-9.2977649,0.027466757,0.027466757,-9.7050981e-172,9.7050981e-172,
0,-9.4088077,-9.4088077,0.024969779,0.024969779,-1.4602297e-173,1.4602297e-173,
0,-9.5105652,-9.5105652,0.022699799,0.022699799,-3.1184593e-175,3.1184593e-175,
0,-9.6029369,-9.6029369,0.020636181,0.020636181,-9.4970642e-177,9.4970642e-177,
0,-9.6858316,-9.6858316,0.018760164,0.018760164,-4.1420437e-178,4.1420437e-178,
0,-9.7591676,-9.7591676,0.017054695,0.017054695,-2.597024e-179,2.597024e-179,
0,-9.8228725,-9.8228725,0.015504268,0.015504268,-2.3488149e-180,2.3488149e-180,
0,-9.8768834,-9.8768834,0.014094789,0.014094789,-3.0734451e-181,3.0734451e-181,
0,-9.921147,-9.921147,0.012813445,0.012813445,-5.8333239e-182,5.8333239e-182,
0,-9.9556196,-9.9556196,0.011648586,0.011648586,-1.6093472e-182,1.6093472e-182,
0,-9.9802673,-9.9802673,0.010589624,0.010589624,-6.4651034e-183,6.4651034e-183,
0,-9.9950656,-9.9950656,0.0096269307,0.0096269307,-3.7867213e-183,3.7867213e-183,
0,-10,-10,0.0087517552,0.0087517552,-3.2367228e-183,3.2367228e-183,
0,-9.9950656,-9.9950656,0.0079561411,0.0079561411,-4.0394045e-183,4.0394045e-183,
0,-9.9802673,-9.9802673,0.0072328555,0.0072328555,-7.3610288e-183,7.3610288e-183,
0,-9.9556196,-9.9556196,0.0065753232,0.0065753232,-1.9580971e-182,1.9580971e-182,
0,-9.921147,-9.921147,0.0059775666,0.0059775666,-7.5979494e-182,7.5979494e-182,
0,-9.8768834,-9.8768834,0.0054341514,0.0054341514,-4.29581e-181,4.29581e-181,
0,-9.8228725,-9.8228725,0.0049401376,0.0049401376,-3.5337001e-180,3.5337001e-180,
0,-9.7591676,-9.7591676,0.0044910342,0.0044910342,-4.2211492e-179,4.2211492e-179,
0,-9.6858316,-9.6858316,0.0040827584,0.0040827584,-7.3056863e-178,7.3056863e-178,
0,-9.6029369,-9.6029369,0.0037115985,0.0037115985,-1.8271229e-176,1.8271229e-176,
0,-9.5105652,-9.5105652,0.0033741805,0.0033741805,-6.5831528e-175,6.5831528e-175,
0,-9.4088077,-9.4088077,0.0030674368,0.0030674368,-3.4054965e-173,3.4054965e-173,
0,-9.2977649,-9.2977649,0.0027885789,0.0027885789,-2.5198105e-171,2.5198105e-171,
0,-9.1775463,-9.1775463,0.0025350717,0.0025350717,-2.6558211e-169,2.6558211e-169,
0,-9.0482705,-9.0482705,0.0023046107,0.0023046107,-3.9693539e-167,3.9693539e-167,
0,-8.9100652,-8.9100652,0.0020951006,0.0020951006,-8.3718981e-165,8.3718981e-165,
0,-8.7630668,-8.7630668,0.0019046369,0.0019046369,-2.4788656e-162,2.4788656e-162,
0,-8.6074203,-8.6074203,0.0017314881,0.0017314881,-1.0247081e-159,1.0247081e-159,
0,-8.4432793,-8.4432793,0.0015740801,0.0015740801,-5.8791268e-157,5.8791268e-157,
-7.4109847e-323,-8.2708057,-8.2708057,0.0014309819,0.0014309819,-4.6525927e-154,4.6525927e-154,
0,-8.0901699,-8.0901699,0.0013008926,0.0013008926,-5.0455751e-151,5.0455751e-151,
0,-7.9015501,-7.9015501,0.0011826297,0.0011826297,-7.4470857e-148,7.4470857e-148,
0,-7.7051324,-7.7051324,0.0010751179,0.0010751179,-1.4853014e-144,1.4853014e-144,
0,-7.5011107,-7.5011107,0.0009773799,0.0009773799,-3.9733522e-141,3.9733522e-141,
0,-7.2896863,-7.2896863,0.00088852718,0.00088852718,-1.4146464e-137,1.4146464e-137,
-3.4016794e-283,-7.0710678,-7.0710678,0.00080775198,0.00080775198,-6.6496272e-134,6.6496272e-134,
0,-6.8454711,-6.8454711,0.00073431998,0.00073431998,-4.0925586e-130,4.0925586e-130,
0,-6.6131187,-6.6131187,0.00066756362,0.00066756362,-3.2697436e-126,3.2697436e-126,
0,-6.3742399,-6.3742399,0.00060687602,0.00060687602,-3.3613493e-122,3.3613493e-122,
-8.1632958e-252,-6.1290705,-6.1290705,0.00055170547,0.00055170547,-4.4060119e-118,4.4060119e-118,
0,-5.8778525,-5.8778525,0.00050155043,0.00050155043,-7.2955086e-114,7.2955086e-114,
0,-5.6208338,-5.6208338,0.00045595494,0.00045595494,-1.5114306e-109,1.5114306e-109,
-3.4146065e-226,-5.3582679,-5.3582679,0.00041450449,0.00041450449,-3.8796415e-105,3.8796415e-105,
-3.5230612e-217,-5.0904142,-5.0904142,0.00037682226,0.00037682226,-1.221578e-100,1.221578e-100,
-7.5319243e-208,-4.8175367,-4.8175367,0.00034256569,0.00034256569,-4.6702945e-96,4.6702945e-96,
0,-4.539905,-4.539905,0.00031142336,0.00031142336,-2.145578e-91,2.145578e-91,
-1.2159539e-189,-4.2577929,-4.2577929,0.00028311214,0.00028311214,-1.1719945e-86,1.1719945e-86,
0,-3.9714789,-3.9714789,0.00025737467,0.00025737467,-7.5303926e-82,7.5303926e-82,
0,-3.6812455,-3.6812455,0.00023397698,0.00023397698,-5.6296319e-77,5.6296319e-77,
-5.5329344e-160,-3.3873792,-3.3873792,0.00021270634,0.00021270634,-4.8429161e-72,4.8429161e-72,
0,-3.0901699,-3.0901699,0.0001933694,0.0001933694,-4.7405877e-67,4.7405877e-67,
-1.3826767e-140,-2.7899111,-2.7899111,0.00017579037,0.00017579037,-5.2207601e-62,5.2207601e-62,
0,-2.4868989,-2.4868989,0.00015980942,0.00015980942,-6.3949748e-57,6.3949748e-57,
0,-2.1814324,-2.1814324,0.00014528129,0.00014528129,-8.6124923e-52,8.6124923e-52,
0,-1.8738131,-1.8738131,0.0001320739,0.0001320739,-1.260504e-46,1.260504e-46,
0,-1.5643447,-1.5643447,0.00012006719,0.00012006719,-1.9814795e-41,1.9814795e-41,
